id,barrio,cant_amb,cant_banos,sup_total,sup_cub,precio,tipo_prop
EaO/mRtYFUg7jUVOhxH2eA==,2,4.0,2.0,135.0,135.0,359999,6
N7xsevKcu5Zcbw17SDCJyQ==,2,2.0,1.0,50.0,46.0,155000,6
cPuk1950ZsVWchXWAmIwqw==,2,2.0,1.0,50.0,46.0,155000,6
EkCeLLiM99IhE1CXVU8QQA==,2,1.0,1.0,32.0,30.0,118000,6
tBFi+UXjZiSzV6L/wSkPig==,29,3.0,2.0,76.0,70.0,192400,6
XX1N17XNQmBYkLlmPlz4/w==,13,4.0,1.0,130.0,122.0,180000,6
7pHem2llIqRTSZ79i9P5VQ==,13,4.0,1.0,129.0,119.0,285000,6
LS7udcWy8NHp6/rLJLeKAQ==,13,4.0,2.0,160.0,160.0,260000,6
7IdGiYV+De+mH7aoeQXwwQ==,13,1.0,1.0,24.0,24.0,73000,6
AyaPM/WlGVe8i6uXvYOnHw==,13,2.0,1.0,40.0,42.0,103000,6
RUQ6OV8l2u5YU1WYSih+XA==,22,4.0,2.0,111.0,100.0,389000,6
c47V9hrLRZL0AdQuxly4Xw==,22,4.0,2.0,79.0,71.0,229000,6
U6CGWy2pBpy2D02dSEZCOw==,22,3.0,1.0,110.0,108.0,230000,6
Bs0XB+XUr1ivAWM3vfE5Fg==,22,3.0,2.0,87.0,82.0,330000,6
5KsCYBoU0sTKv4thFRH9ug==,22,2.0,1.0,41.0,36.0,125610,6
MSJsUbydN5kW1H1EYGFlng==,22,4.0,1.0,77.0,69.0,173000,6
O5AofPbmPUi3k70zzxb0dQ==,22,2.0,1.0,41.0,36.0,125610,6
kg+/cpa0hFVBqG2G11Ph5w==,22,3.0,1.0,63.0,50.0,145000,6
yHmxh/YZU5ahp92LX+t5/Q==,22,2.0,1.0,51.0,41.0,99000,6
XpEQ4AcmRPa2mLis14ks1g==,24,3.0,1.0,62.0,62.0,128000,6
zk1neGd6+XVPGBUidWnqhw==,24,2.0,1.0,56.0,47.49820937486315,120000,6
IAcreZtjbwehkQ9aJW5TwQ==,24,1.0,1.0,30.0,30.0,53000,6
M5TwOSlcKQPxuWfuGowgmQ==,54,1.0,1.0,41.0,39.0,120000,6
QL+St0LZ23gylD1kyCKfEg==,3,5.0,3.0,138.0,130.0,320000,6
v4qHt7UySzsbRzKFiOXCkA==,3,1.0,1.0,32.0,30.0,118000,6
/4wpaMYro68EedXf25o6jQ==,3,5.0,3.0,138.0,130.0,320000,6
1geMC39E/70smgiakJ+l3A==,53,1.0,1.0,39.0,36.0,75000,6
Sqw1mADUhw0DgJUu8TaatQ==,19,2.0,1.0,48.0,48.0,80000,6
dY4qz/Pc+3aR1yncHCuYtQ==,19,2.0,1.0,40.0,40.0,80000,6
rz2wNHgw2cWSO0FGUsnONQ==,15,2.0,1.0,45.0,41.0,123000,6
A3u511Vik/6J4NicPuhXCA==,15,1.0,1.0,36.0,33.0,108000,6
E26nUmyfQumeHG9JLTywZg==,15,1.0,1.0,33.0,30.0,95000,6
elA90OV3IsF3Ed8Hja5TOQ==,15,1.0,1.0,34.0,31.0,95000,6
A0NCv2MSTmFCpOfvdJU/fQ==,15,1.0,1.0,39.0,28.0,69500,6
4XWQJsgf1VPTwYsqzoWtWw==,15,1.0,1.0,38.0,28.0,74500,6
YzOU5W0BhMTLNr1b0Pn2Nw==,15,2.0,1.0,50.0,45.0,159999,6
x84II5z8La+5i44Y/cGDLg==,51,4.0,1.0,79.0045987526126,72.51954469860348,55000,6
KAyAxOhwUwbM+6UE1+AI2Q==,4,4.0,2.0,104.0,96.0,490000,6
3kKBqvtk07B4Bwz9ESTE1A==,4,4.0,1.0,126.0,93.0,246900,6
Yq2otC8X+xU4P+r/+s0x0w==,4,1.0,1.0,34.0,28.0,109000,6
x+W2KeVpSvGUfhw2Y1cIDA==,4,1.0,1.0,50.0,44.0,169000,6
GaEtYuvL4n74gkH6S3qyIw==,4,1.0,1.0,35.0,31.0,89000,6
2MYjidNkpa+KanuhO/WaoA==,4,3.0,1.0,77.0,65.0,250000,6
iU6cRHUk3KgMTgCJy+BARw==,26,2.0,1.0,41.0,36.0,125610,6
/AxDWKi8KWwniFyf1Sw53g==,26,2.0,1.0,41.0,36.0,125610,6
/Dfc9bLVhe+1e0TzkjUiSg==,26,1.0,1.0,49.0,40.0,134900,6
hsk+jHiRHxm/lGn1RTUFCA==,36,0.0,0.0,45.0,45.0,500000,7
6zHtLp0vhzhYiiAofdMNqA==,21,0.0,0.0,300.0,300.0,78000,7
Gbve/g6ui4gcYUKElny/8g==,8,0.0,0.0,127.0,98.0,450000,7
a+Cz4GNvNZsxa2uE6WYydA==,13,0.0,0.0,45.0,45.0,500000,7
QGHNxKEiuzFwBqrgcm5Fqw==,42,0.0,0.0,56.61445066708982,51.57498491981747,230000,7
o3I2Uev4HCVhydBsh27l7w==,42,0.0,0.0,217.50898295343043,165.25732869345237,550000,7
5gC9Fzh+93XCblzophRDWA==,15,0.0,0.0,40.0,40.0,125000,7
kT4EEhyYEL28Bg5jctk1Og==,27,0.0,0.0,21.0,21.0,61000,7
R5JK2PooVcD7MHG4oIPp5Q==,32,3.0,1.0,105.0,70.0,156000,2
ahJxLzO8ehKo4G8BLqlCbw==,36,2.0,1.0,48.0,40.0,87000,6
w3llwtULl+U6r5yGkSpzAQ==,1,2.0,1.0,38.0,38.0,89000,6
kpg83DBaeRXxiPAx6xz3dw==,1,2.0,2.0,68.0,65.0,155000,6
2lnPTO+anq5zHGiG87TnsA==,1,2.0,1.0,50.0,45.0,160000,6
AIyDxPotJDBU5JYdrigkGQ==,1,2.0,1.0,42.0,38.0,85000,6
ZZ23dqio3+EcNTZM1iQcEA==,8,1.0,1.0,27.0,23.0,87000,6
TPnC98AXD2P/mo0uillC7g==,8,2.0,1.0,45.0,41.0,145000,6
52eKzu9W8VkBrXN9z6oIYw==,8,2.0,1.0,40.0,40.0,109000,6
jFlLocma2XBpbnLx/krFkQ==,9,2.0,1.0,56.0,51.0,165000,6
QR3J6ejlRG+belNomMw4qA==,9,2.0,1.0,60.0,53.0,174000,6
S+v4m5iqQUHz2Sw9/b7Ptg==,9,2.0,1.0,40.0,40.0,99000,6
JHCdzsIgs76ImbnSvh6OCg==,34,2.0,1.0,35.0,35.0,85000,6
7K8CJGCekdIgNRAapcjnZg==,15,2.0,1.0,34.0,34.0,105000,6
jb70l0RrHPqE4F/XE7dPQw==,15,2.0,1.0,48.0,45.0,106000,6
Q5hAZ9ZO6X1RsRIjB8BFUg==,15,2.0,1.0,34.0,34.0,105000,6
FUoj5GMNDowQSjuU7k8CfA==,32,1.9999997319575973,1.0,54.0,45.0,150000,6
ZPCe7voJUgKkalV9xmMoAA==,4,2.0,1.0,45.0,39.0,145000,6
B+kfQcloSdVUvyFggucVxg==,4,2.0,1.0,50.0,40.0,108000,6
q9RW7q1lmu/Ch0Cprb6QDA==,4,2.0,1.0,45.0,39.0,145000,6
T3mf/fZSS7RhQ3TLBaqQdQ==,4,1.0,1.0,40.0,34.0,97000,6
OXac6U2z17w/2LhaLG0bmg==,17,2.0,1.0,78.0,43.0,146000,6
2ZydELCcamXEUXACfPy4yA==,1,3.0,1.0,55.0,55.0,165000,2
Po9grrNFgUgqxalVEqUpow==,1,3.0,1.0,67.0,67.0,199500,2
E364K2Hd+gsXjqZDwO2y6g==,8,3.0,1.0,58.0,58.0,145000,2
QjfiwLyjZ5PGpoBX5vodOg==,34,3.0,1.0,56.0,56.0,148000,2
v2MaNLjQuAwkVKIi7eQNhQ==,22,3.0,1.0,56.0,56.0,148000,2
ELbTEmUquSrCwDqe3Ml2og==,15,3.0,1.0,56.0,56.0,148000,2
FnTjtCoAIWbtzhYEVWy7vA==,6,4.0,2.0,159.0,148.42143090489031,260000,3
wC1tgNJqazLeJEWObwglpg==,12,3.0,3.0,88.0,80.0,203000,6
H3mIuZeRcXeS15A7/ii6SQ==,1,3.0,1.0,57.0,57.0,145000,6
n02erZmPVmxaVz3DjQdnxA==,50,3.0,1.0,64.0,64.0,178000,6
bO8JrTyTXmnH95FdqKK/kA==,40,3.0,1.0,53.0,53.0,115000,6
nAfw9O9EImuCvSdfjwMR/w==,40,3.0,1.0,38.0,38.0,88000,6
80Ru0VWUTMPFYPFNSUzq/g==,40,3.0,1.0,49.0,49.0,100000,6
W10pHm6DZnQj/+TeQM/tmQ==,34,3.0,1.0,56.0,56.0,148000,6
tE1xo3wu0fYAphLSF8r2CA==,2,3.0,1.0,69.0,65.50000091299573,240000,6
3erS5n8e6NQrGsPomqceNw==,2,3.0,2.0,92.0,84.0,280000,6
Za8DbXpzSUr2nALSL+oxGg==,13,3.0,1.0,68.0,65.0,140000,6
rMWq8ilzS4X06dZ1Cz9cIg==,22,3.0,1.0,56.0,56.0,148000,6
Lv6yLoQ0iwmEfyI+OJZx4g==,15,3.0,1.0,57.0,57.0,145000,6
hro5Ocht7URAPgmikxG0Bw==,15,3.0,2.0,53.0,50.0,205000,6
zdeo0gRqdmI4tLWLo3IwPA==,15,3.0,1.0,69.0,63.0,155000,6
nEhslnTgV7JoQugZEVfhnQ==,15,3.0,1.0,56.0,56.0,148000,6
lRToAwIPJVaggO/9FA9Xpw==,15,3.0,1.0,68.0,61.0,145000,6
9nhUu/qJPICxrkKnB78I4A==,17,3.0,2.0,60.0,55.0,175000,6
SSd16TFMKmZjHGvdxwpUCQ==,17,3.0,2.0,60.0,55.0,175000,6
XRgNIpsoeBMJS8r7bEXsqg==,17,3.0,2.0,87.0,77.0,173000,6
dcftnus9pVYOfHMkFD16lg==,1,4.0,2.0,170.0,170.0,265000,2
DrRnl8d/1glmcYFvd2huJQ==,1,4.0,2.0,109.0,109.0,264000,2
L43wyaCNBaddEdqPv7Dqww==,1,4.0,2.0,170.0,170.0,265000,2
hSKTOzSXzLQzxBjenE2qRQ==,8,4.0,2.0,250.0,127.0,295000,2
be+3H8gOAbwj3oK2i85m9g==,32,4.0,2.0,154.0,130.0,289000,2
vEzyOwn0j9/czbmsABsVBg==,32,4.0,2.0,154.0,130.0,289000,2
5IYvIFYlORJJe9PQ7ckUmg==,15,5.507516038491989,2.0,411.0,220.0,285000,3
bFwdM+jWw1I5xQ8kIMYlEg==,36,4.0,1.0,68.0,61.0,178000,6
k05W/rj1fXS0nWpyPKWyMA==,1,4.0,1.0,80.0,67.0,199000,6
bdL6qhLdeipEP5YxDXnzhA==,1,4.0,1.0,149.0,142.0,300000,6
PdW6gGcCS6NfRD1ckln5aw==,1,4.0,1.0,80.0,67.0,199000,6
V+1ztAXOCQ2cO9EpH49GYw==,8,4.0,2.0,108.0,99.0,380000,6
FXarfSk64kSSGH2yodPAXw==,9,4.0,2.0,61.0,57.0,220000,6
oGvsXoU3xFK8ubxcQetE6g==,9,4.0,2.0,61.0,57.0,220000,6
HNmrzr31WIPEMjPFYwlUOA==,22,4.0,3.0,124.0,111.0,270000,6
UXAWIoe/3q2h+OldfXxkAA==,3,4.0,1.0,68.0,61.0,178000,6
ZCxAZdPXjLGH35r9sn70kQ==,3,4.0,2.0,108.0,99.0,380000,6
26zVSLR0Y6ChZWhGLV2pUQ==,37,4.0,3.0,151.0,133.0,450000,6
Gs1NzkjHOQR7KV8AJevgXQ==,15,5.0,4.0,110.0,110.0,225000,2
5f2LnyOVp+a/RkTW3K0Raw==,12,5.0,3.0,324.0,324.0,355000,3
rT7Q36ABqX3JNfIKtBQwuQ==,0,5.0,4.0,240.0,222.0,650000,6
aOrVVR1iike30JnEkK9hYg==,1,5.0,2.0,91.0,85.0,230000,6
L2l4hMFYItiJQrt/U5554A==,8,5.0,2.0,91.0,85.0,230000,6
9IN79B8PNqhzOj8vRm13Iw==,22,5.0,3.0,156.0,146.0,398000,6
baVtoyd8RGt++pXuC7q9oA==,22,5.0,3.0,156.0,146.0,398000,6
OOeKrZRzwypE7KH62t1MZw==,3,5.0,2.0,91.0,85.0,230000,6
1AlNAFe1yoEfFB0xhS9ndA==,15,3.5951002775017145,4.0,305.0,155.0,370000,3
oXztG1dMpH0CNCKn+F2eKw==,8,1.0,1.0,25.0,25.0,95000,6
zvnJgB1J0o45yEzIiwsjOA==,12,2.0,1.0,58.0,45.0,119000,2
vnvoJc/KByCKP0TbYz8i7A==,1,4.0,4.0,163.0,138.0,298000,2
p/xCRDBnK/GMe0i3Btag5g==,22,5.0,3.0,197.0,182.0,370000,2
1F124IB27OIcfEPCVngA1g==,10,3.0,1.0,191.0,65.0,140000,2
UVunysJdITj3FcMoDFvQAQ==,10,4.0,1.0,126.0,92.0,310000,2
Ek1cUuZv3qIyA+EwBPcZtg==,30,2.5007405747527875,1.0,103.0,73.0,217000,2
ZvCJzzWfE/F2WaG419KnrA==,54,4.0,3.0,200.0,180.0,265000,2
O1cuInifiC7yrsA74mgVCg==,54,6.0,2.0,292.0,179.0,385000,2
u6G1iWAhrFyaK/rOkGTK8A==,51,6.0,3.0,198.0,164.0,215000,2
giqGI0SQIsQ3DYTDW73Tpg==,27,3.4999416656830147,1.0,170.0,120.0,210000,2
yC3qErm6dUVbCsfvXV4beQ==,4,3.0,2.0,74.0,57.0,185000,2
vIlF8+u7kOt2Z6qQsqRwxw==,4,2.0,1.0,54.0,47.0,94000,2
zb11SYYfP7yvyBpeziFrew==,26,3.4992709356076146,1.0,57.0,38.0,110000,2
pj51QzjFdw1gNd+Gqh7E2A==,26,4.500191631005211,2.0,184.48409462656755,140.0,259000,2
HOA/RzBMlkPOoDqYLHlRGQ==,39,3.0,1.0,63.0,68.0,130000,2
U4JANC0RB2GkI2N6BdRliA==,47,3.500620064688869,1.0,225.0,87.0,270000,3
XemG/RKfovwPap0o5SWlcg==,47,4.0,2.0,152.0,139.0,200000,3
TjRi8C6R2xFYpSp9JhYU2w==,47,4.0,1.0,160.0,158.0,310000,3
4T3s0tYdD2HwDxQfTixckQ==,22,4.499933815092737,2.499933815092737,294.0,228.0,500000,3
kiEHluk7H9+MAmjyRtyq/g==,51,6.0,3.0,198.0,164.0,215000,3
znnkhx3G8W5+cldPpgIm2A==,27,3.0,1.0,61.99955244509646,90.0,250000,3
9futTxdTvlXzxL2VABWsPw==,4,4.0,5.0,515.4202637177663,350.6669368019301,600000,3
7flWbVxiTqVArRRCsdZ2xQ==,26,3.0,4.0,411.6671828490885,421.0,750000,3
1nflaCerNzp84syK7sX47A==,38,3.0,1.0,107.0,79.0,185000,3
0KtFog4LX81SMMqzbQHslQ==,50,0.0,0.0,503.0,334.06618721484773,690000,4
WLS7Hnczxv0Ctj3JPgjaww==,50,0.0,0.0,336.0,189.13622150319077,750000,4
vnMlzCji00IQqYgoR/VDzA==,8,0.0,0.0,196.0,49.98747440951343,620000,4
2j94pVXNgaRdh/DAgzAxKg==,29,0.0,0.0,381.0,273.6955285071755,600000,4
DJGuW7sHWPLg4oFU4lugcA==,22,0.0,0.0,294.0,115.59706424917236,500000,4
0W1HL0wynC46gkcg9zjGQw==,14,0.0,0.0,241.0,247.6788866820269,600000,4
uPFsGmE8f50kq9qHfxNq9g==,42,0.0,0.0,304.0,215.0,250000,4
kG/q681RjH64nRcThHsoPg==,15,0.0,0.0,115.0,164.57974762187476,198000,4
CKv33uPX2p/rqtwICqWT7w==,43,0.0,0.0,325.0,1112.830250227537,400000,4
PjJ9eVVCk0CV5W4h8RFJ6g==,26,0.0,0.0,446.0,1338.0,300000,4
cpP6OifURTKiCDdfokKrAQ==,39,0.0,0.0,150.0,102.34692827086188,279000,4
E2Ow81tka33MIGEzksbfeA==,15,0.0,0.0,286.0,286.0,398000,8
/fNaxDk6O+xkOfoRhKgrtw==,0,0.0,0.0,102.0,88.0,245000,5
T9Cn99sqLnHYNcFaIUlLzg==,0,0.0,0.0,40.0,40.0,98500,5
o9PQ5IAAxXFHtHdyGGrOPA==,1,0.0,0.0,54.0,54.0,122000,5
JXrUR4+VGaTpfxTcm1t6AA==,8,0.0,0.0,61.0,61.0,240000,5
J2UEYbYPrScxMlAo+rbfWw==,8,0.0,0.0,87.0,87.0,320000,5
vvS7X7OyaXe0JgUVt0LqUA==,9,0.0,0.0,35.0,35.0,73000,5
2HFqNslbae/5bHTSB5aPOw==,9,0.0,0.0,61.0,61.0,240000,5
6GacpJCqmM3mR+fR46st5Q==,9,0.0,0.0,87.0,87.0,275000,5
GgaQAOhbNkwbNnMVcBhgyA==,9,0.0,0.0,87.0,87.0,320000,5
0/pcI3TBbMSfYQp4kv+RGg==,2,0.0,0.0,46.0,42.0,128000,5
8hhQO8RfCEDBFvWFF0XLpQ==,44,0.0,0.0,120.0,110.0,164000,5
tm1nTXvQXdcx4gNnHRL6gA==,44,0.0,0.0,46.0,46.0,97000,5
VK+2xg3+Yzo6/nC0LAaykA==,44,0.0,0.0,46.0,46.0,97000,5
T0QkSr7hSGoa6KJDlQfHqQ==,19,0.0,0.0,32.0,32.0,62000,5
irT4ix//YZ2PO2/2kH/a+Q==,19,0.0,0.0,46.0,46.0,97000,5
5ZbubaxHyyLM21eRZdEt1w==,19,0.0,0.0,100.0,100.0,155000,5
MUbOCQSG3VppkbRLDam9HA==,19,0.0,0.0,46.0,46.0,97000,5
AhZ77BQRYE7ZrzUo1PlzTQ==,19,0.0,0.0,58.0,58.0,65000,5
rj9erXgxLd3rNUlJF1YLaw==,19,0.0,0.0,120.0,110.0,164000,5
EKW4OJfTQUbzd5ShNnYKRQ==,19,0.0,0.0,118.0,118.0,139000,5
12XijPKUxmIsDIBt1APixw==,15,0.0,0.0,39.0,36.0,106500,5
n/HYgOzfGAKzAtX8UVzIYw==,15,0.0,0.0,52.0,52.0,60000,5
Rn2Fdx6kIdrrU+a5L0SWKQ==,5,0.0,0.0,117.0,117.0,220000,5
rkGOrK4eQxPu2EnsxNX85g==,20,0.0,0.0,80.0,80.0,140000,5
Ixa/0mXCY7u35QGAR2T9Zg==,20,0.0,0.0,46.0,46.0,97000,5
gHc++dnEXjFdfUOxRw96rg==,20,0.0,0.0,118.0,118.0,139000,5
IYKbPUhcKYMztfWmYm5u4g==,20,0.0,0.0,160.0,160.0,360000,5
O76QAcc1kJKE7me3/5t3Og==,20,0.0,0.0,46.0,46.0,97000,5
qSdaNRaRsakFUl40heyIpA==,20,0.0,0.0,76.0,76.0,255000,5
t83/3GbktL3I+6/nB/7WLQ==,20,0.0,0.0,96.0,96.0,190000,5
+hLMsaYUIcr2fmVJIfnWzw==,15,0.0,0.0,115.0,196.0,198000,1
pgGKkX7wJmiHuY6N9lNHhA==,51,0.0,0.0,244.0,63229.0,190000,1
ZZ7GS8KUZlrGcelbWtr0KA==,5,0.0,0.0,850.0,86664.0,750000,1
TG3nIJEY9WvTfBeFVI8WDg==,36,4.0,2.0,125.0,115.0,450000,6
AIiTmFcaM4HTHjHBU9DVEA==,12,1.0,1.0,33.0,29.0,92000,6
1fRG3g0u1k5DMbTGhpIkTA==,12,3.0,1.0,58.0,58.0,145000,6
oyY6GEqLKOeCLw1Vj3A+2w==,12,2.0,1.0,48.0,41.0,154000,6
2tV/l6Xk5oApO0BiW+z5OQ==,12,2.0,1.0,48.0,43.0,145000,6
1SDmJ2E0v/GFi89dRdTDKg==,21,4.0,2.0,129.0,100.0,312000,6
c6ovxmCGFKHvSgdMeBltcg==,21,3.0,1.0,60.0,60.0,175000,6
SNQwf2xDYq46jKGGQWZu4g==,21,1.0,1.0,25.0,20.0,110000,6
WsrbR3eGI0ZDARwr954IfQ==,21,1.0,1.0,30.0,27.0,95000,6
YfsB5miyWeXz2uaz4d9LgA==,1,1.0,1.0,38.0,34.0,115000,6
teWqMGagiAwJQsBTQTkpjQ==,1,4.0,1.0,100.0,97.0,255000,6
rk72K8W/SwXOO8uWjgBrog==,1,1.0,1.0,39.0,35.0,118000,6
+qJGCTe7u7S19K7oHxNElg==,1,1.0,1.0,39.0,35.0,118000,6
B4l9TygyCxtAz2zPaerseQ==,1,3.0,2.0,102.0,98.0,195000,6
r/ub0q5k0kq2+LD0tcpsEQ==,1,1.0,1.0,23.0,23.0,69000,6
L5W7Hg3F3tKWmvLK+PCe4A==,8,2.0,1.0,47.0,47.0,136000,6
mN+BV34ugc49VkqMmI3zSw==,8,1.0,1.0,42.0,37.0,132000,6
/7i1ohvAt98ccfdAlAoGUA==,8,1.0,1.0,35.0,33.0,139000,6
vzIh1iwniGQO3MMOE3VoKw==,8,1.0,1.0,38.0,34.0,115000,6
JUg+SzmhhMUEQOYkbd7fSg==,8,3.0,2.0,77.0,65.0,255000,6
ckdasH6I1ZHkvA6Wgcg1uQ==,8,1.0,1.0,19.0,19.0,65000,6
qJ5fUuclG3PEQEzz+oyQ9A==,8,1.0,1.0,39.0,35.0,118000,6
+511ZG1JE5LKJtxNnW7ovA==,8,3.0,1.0,74.0,68.0,239000,6
jVtK/z5heWUfVi7Lgvj5TA==,8,4.0,1.0,84.0,69.0,280000,6
lLD64DoLfQKH1h6yF/TWcg==,8,4.0,2.0,125.0,115.0,450000,6
LUkfxj1gyeryGi0hHITBaQ==,6,5.0,1.0,150.0,99.0,310000,6
SF6fEuxqxRIWzaEIMF3bOg==,9,1.0,1.0,25.0,20.0,110000,6
i/dL+KmiRG2F1KWtI1tOtg==,9,2.0,1.5,34.5,31.0,105000,6
IFAiR4PXcQBIBYCDH8ad+Q==,9,3.0,2.0,86.00005146214374,87.0,255000,6
dvMmHJwbKg4AlsLN72fLDw==,9,1.0,1.0,47.0,44.0,230000,6
CoZbq3/sBA9ItRUzjQo0Ww==,9,3.0,1.0,63.0,58.0,196000,6
21paMUp7fcKne3TnAt9Esw==,9,4.0,2.0,106.0,98.0,318000,6
lOpjI9YKE7misf/bENdQsA==,9,1.0,1.0,48.0,26.0,120000,6
av60ajfbS1/zYefUO7SWaQ==,9,4.0,2.0,105.0,90.0,389000,6
cJ/EftC/FtUwgIa1LlddlQ==,9,2.0,2.0,57.0,57.0,193000,6
yx57uBCYcwD7MKSTW2CHKw==,9,3.0,1.0,75.50032215070536,67.00019824658791,230000,6
T3h6pCTSXWHScMWyga9nnw==,9,3.0,2.0,89.0,85.0,278000,6
ymFW5Lax5JQemDOhLnxDAA==,40,4.0,2.0,75.0,63.0,123000,6
g9DkXYVHYgGVoWhQRLwKbg==,40,3.0,1.0,69.0,69.0,179999,6
eBkcYqIu1FPNspAbEi4emg==,34,3.0,1.0,60.0,55.0,140000,6
X2jq73+V0fj9H1T/8ahGvg==,2,1.0,1.0,50.0,38.0,116000,6
unKB+1TLlVG41nEQJFlQRw==,2,1.0,1.0,27.0,27.0,75000,6
9LPnBfJ7sI7kvgkOFgRw8g==,2,1.0,1.0,26.0,26.0,90300,6
Ov5bgLVJ9qFJ0o8aKSi/qw==,2,4.0,2.0,125.0,115.0,450000,6
GRajU/zKqgO7jw9EoOq0dQ==,29,1.0,1.0,53.0,48.0,129500,6
2rss+OuxfOVHhEE6n6RjAA==,13,5.0,4.0,211.0,183.0,600000,6
Wx4V7D4KJNRHd9wQ/H73xQ==,13,2.0,1.0,71.0,71.0,96500,6
PtldlM5BucWMQevZlvdWTA==,22,1.0,1.0,39.0,35.0,95000,6
mYKrjj9+yVaSyMMk9rFkGA==,22,2.0,1.0,47.0,40.0,152000,6
qq255y/pSS78Gie2TapzRA==,22,1.0,1.0,41.0,37.0,143000,6
NbRxwwXzq/3S9G/soUTsnQ==,42,1.0,1.0,40.0,33.0,79000,6
5ttaMssgnYw4JLmtmg6jpQ==,24,3.0,1.0,76.0,72.0,126000,6
69wK62iGbNKQgxNlTmh7Zg==,24,1.0,1.0,36.0,34.0,100000,6
4y3lWv+TkqmKGvXuAva+AQ==,10,1.0,1.0,30.0,30.0,80000,6
ouOpp0jHXJDVn4BRzSYlJg==,10,4.0,1.0,78.0,74.0,210000,6
LYk5eWZT97j+nf9hrLJVxA==,30,1.0,1.0,33.0,30.0,88000,6
cu5HHP7OBmkW62alaM1Rdw==,54,2.0,1.0,46.0,40.0,115000,6
PED8zDW/hZV30zIrpAL75A==,3,4.0,2.0,83.0,95.49999251604352,258000,6
/BpfGjYVmjTYEKzNz5ipkA==,3,2.0,1.0,54.0,47.0,172000,6
BOiya/gvfJhxev+CR3+eYQ==,3,2.499999917390445,1.0,59.499998099980246,56.499997934761126,172000,6
Ap2Rdl0pOApapfoglAOGaQ==,3,1.0,1.0,25.0,23.0,84900,6
QOQNqo9Vn/5j73eKQgDfWQ==,3,4.0,1.0,97.0,93.0,259000,6
vmqIHAMoWm6hsNbRr0E/Cw==,3,2.0,1.0,38.999998513029,35.4999992565145,100000,6
upM0zo3/y8alEgPLH6bp9Q==,3,2.0,1.0,54.0,47.0,172000,6
yMIVI99WtZ+RGQ2xbBZsnw==,3,4.0,2.0,125.0,115.0,450000,6
cQ4Jmsmkg6UDFt29aexd7g==,15,2.0,1.0,52.0,48.0,158000,6
gFuhdNpZQAK0xfBs99DLVg==,15,1.0,1.0,39.0,35.0,118000,6
G75eNlbUEWuvp4ZtzMCfNw==,15,1.0,1.0,38.0,34.0,115000,6
Bi0JnWqt0hk0/SsIHX+EmA==,32,1.0,1.0,50.0,41.0,117000,6
VH9F2pv5FaeCiSnRXXJgCw==,25,2.0,1.0,69.0,59.0,325000,6
5NTN/JSMkhBpUqxR9KzuNg==,4,3.0,1.0,76.0,54.0,200000,6
bTl4D/rFdUcHvvHlS2UHQw==,4,1.0,1.0,30.0,30.0,89000,6
z860lTCvWrjoJGTXiDlILw==,4,2.0,1.0,61.0,53.0,159000,6
QOmqS5lTWiuECiBRmWtmpQ==,4,1.5000003304380554,1.0,42.00000198262833,39.00000198262833,148000,6
HOVuL7ogw1m5WgIMjcJcMw==,4,2.499999539134156,1.0,61.0,53.0,159000,6
vHMqcPtf4bjJItnMDGscEQ==,4,2.5,1.0,50.0,45.5,132995,6
F3l4PfmJUzVZbQ127r/0dQ==,4,1.0,1.0,33.0,30.0,90000,6
QgP33g0J+oPpVi0wAwJjgw==,4,3.0,2.0,80.0,78.0,270000,6
jbFzYDVgkMVy8Ijd+JsojQ==,4,3.0,2.0,113.0,100.0,389000,6
9niV/EQNZWzN1j8K9LkRwg==,4,3.0,1.0,63.0,63.0,165000,6
e5NCf3CfOeuz8x2xk2lT4Q==,33,2.0,1.0,41.99994119258578,32.0,87000,6
JnnKD+avcsr9z2ZMBgQSJQ==,33,1.0,1.0,37.0,32.0,95000,6
Pzl8jGJ7pv1dyjh7JRmUaQ==,36,0.0,0.0,103.0,103.0,95000,7
I9apBQrchR30KI2wZjWrog==,0,0.0,0.0,67.0,67.0,240000,7
fT4eRRI83CXgxkgDxZo/1A==,8,0.0,0.0,90.0,90.0,520000,7
WHNfVLKOPR0DrFhCnRk+ww==,8,0.0,0.0,84.0,84.0,309000,7
CrHGoZ4MqbfWwR/QEwgmHA==,8,0.0,0.0,35.0,35.0,119500,7
uHhSAW+CRUu7zdQISKNf0g==,2,0.0,0.0,103.0,103.0,95000,7
iwhC/riN7bS7/2x0M58g7Q==,29,0.0,0.0,34.0,34.0,70000,7
8U/sFXGDZT2bD3x39Uwc5w==,22,0.0,0.0,200.0,200.0,570000,7
CRMlW26BYol1BPNnGpsDeQ==,24,0.0,0.0,94.0,94.0,219000,7
y8GBQSMnm2VVMNFL1t54Sg==,24,0.0,0.0,24.0,24.0,130000,7
VBK0XyRRDdz2iXOBxteVxw==,30,0.0,0.0,51.0,105.42289554896618,135000,7
cscd6kkkFGGrFz6optN2cg==,19,0.0,0.0,103.0,103.0,95000,7
YFxh2HoyGyTTddTdScxqMA==,15,0.0,0.0,48.0,40.0,140000,7
TPp7od4heGNA+cVPE6NG3w==,15,0.0,0.0,90.0,90.0,520000,7
zslfZrLTjSfm+tV+xBeH3Q==,15,0.0,0.0,135.0,135.0,200000,7
UctLgiG56ZWpkzZQDNEX3Q==,15,0.0,0.0,220.0,220.0,470000,7
