age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
31,5,0,5,0,0,0,0,1,1,404,3,11,2,1,6,10,17,198,6,no
35,5,0,2,0,1,0,1,2,4,243,1,999,0,0,10,14,9,309,11,yes
45,1,0,3,0,1,0,0,5,1,633,2,999,0,0,1,12,19,269,10,no
45,2,0,3,0,1,0,1,0,0,351,1,999,0,0,9,19,10,287,9,no
42,2,0,3,0,0,0,0,2,2,78,8,999,0,0,10,14,9,307,11,no
50,3,0,3,0,1,0,0,5,0,223,2,999,0,0,1,12,19,270,10,no
30,4,0,2,0,0,0,1,0,0,92,2,999,0,0,9,19,10,287,9,no
37,5,0,5,0,0,1,0,3,2,101,1,999,0,0,5,11,23,226,7,no
42,1,0,3,0,0,1,1,0,4,123,1,999,0,0,9,19,10,288,9,no
32,2,2,3,0,0,1,0,5,3,208,1,999,0,0,1,12,19,267,10,no
54,2,1,3,0,1,0,0,8,2,288,7,6,2,2,7,6,5,48,5,yes
31,2,1,5,0,0,0,0,4,1,107,1,999,0,0,5,13,8,19,3,no
29,10,0,3,0,0,0,0,6,2,81,7,999,0,0,10,18,20,300,11,no
41,2,0,3,0,1,0,0,2,3,67,13,999,0,0,10,14,9,305,11,no
47,6,0,5,0,0,0,0,5,2,248,1,999,0,0,1,12,19,268,10,no
47,1,0,3,0,1,0,0,5,1,141,3,999,0,0,1,12,19,269,10,no
48,0,0,0,0,0,1,0,0,1,99,1,999,1,1,5,9,22,208,7,no
34,2,2,3,0,0,1,0,0,3,384,7,999,0,0,5,9,22,203,7,no
38,0,0,2,0,0,1,1,1,4,102,1,999,0,0,10,24,18,310,11,no
35,4,0,0,0,0,0,1,0,1,181,1,999,0,0,9,19,10,286,9,no
53,8,0,2,0,0,0,0,5,4,711,2,999,0,0,1,12,19,266,10,no
47,1,0,3,0,1,0,0,2,1,175,1,999,0,0,10,14,9,311,11,no
39,0,0,4,0,0,0,0,6,2,1439,6,999,0,0,10,18,20,305,11,yes
29,0,2,0,0,1,0,0,6,1,534,1,999,0,0,10,18,20,304,11,no
32,0,0,4,0,0,1,0,0,0,261,1,999,1,1,5,9,22,209,7,no
32,2,2,0,0,1,0,0,6,3,185,1,999,0,0,10,18,20,301,11,no
32,2,0,3,0,0,1,1,1,1,299,1,999,0,0,10,24,18,290,11,no
50,0,1,0,0,1,0,0,6,4,93,2,999,0,0,10,18,20,306,11,no
59,4,0,2,0,0,0,0,6,3,362,1,999,0,0,10,18,20,311,11,no
24,10,2,5,0,0,0,0,6,2,817,2,999,0,0,4,23,15,138,2,yes
42,5,0,5,0,0,0,1,0,2,77,3,999,0,0,9,19,10,286,9,no
57,8,0,3,0,0,0,1,1,4,59,2,999,0,0,10,24,18,310,11,no
38,2,0,2,0,1,0,0,5,3,309,1,999,0,0,1,12,19,267,10,no
30,2,0,3,0,0,0,0,5,3,597,2,999,0,0,1,12,19,267,10,no
35,5,0,3,0,0,0,0,0,0,262,3,999,0,0,5,9,22,209,7,no
45,7,0,3,0,1,0,1,1,4,13,5,999,0,0,10,24,18,310,11,no
47,4,1,2,0,1,0,1,1,1,115,1,999,0,0,10,24,18,304,11,no
27,2,0,3,0,0,0,0,1,0,262,3,999,0,0,4,21,13,53,2,no
47,2,1,2,0,0,0,0,9,1,188,1,3,1,2,8,2,2,85,4,no
45,5,0,5,0,1,0,0,2,2,128,1,999,0,0,10,14,9,310,11,no
32,0,0,0,0,0,0,0,0,3,83,2,999,0,0,5,9,22,203,7,no
30,10,2,3,0,1,0,0,3,3,200,1,999,0,0,5,11,23,215,7,no
31,0,0,1,0,0,0,1,0,2,287,1,999,0,0,9,19,10,285,9,no
59,2,1,1,0,0,1,0,6,0,745,6,999,0,0,10,18,20,305,11,yes
38,0,0,5,0,1,0,1,1,0,182,3,999,0,0,10,24,18,303,11,no
51,0,1,1,0,0,0,0,6,2,173,1,999,0,0,10,18,20,305,11,no
35,0,0,2,0,0,0,0,0,4,130,2,999,0,0,5,9,22,210,7,no
29,4,2,3,0,0,0,0,6,4,337,1,999,0,0,10,18,20,300,11,no
40,2,0,3,0,0,0,1,1,4,606,5,999,0,0,10,24,18,310,11,no
46,0,0,1,0,0,0,0,6,4,277,1,999,0,0,10,18,20,300,11,no
42,2,0,3,0,0,1,0,2,2,68,1,999,0,0,10,14,9,310,11,no
35,5,0,5,0,0,1,0,0,2,137,1,999,1,1,5,9,22,212,7,no
60,8,0,3,0,0,0,0,7,0,338,2,999,0,0,3,25,24,165,1,no
40,1,0,2,0,1,0,1,0,3,104,3,999,0,0,9,19,10,284,9,no
39,5,0,2,0,1,0,0,6,3,232,1,999,0,0,10,18,20,311,11,no
31,1,2,3,0,1,0,0,2,0,413,1,999,0,0,10,14,9,308,11,no
52,0,0,0,0,1,0,0,5,3,176,2,999,0,0,1,12,19,267,10,no
45,2,0,0,0,0,0,1,0,1,109,1,999,0,0,9,19,10,285,9,no
35,10,2,2,0,1,0,1,1,2,71,4,999,0,0,10,24,18,290,11,no
35,1,0,5,0,1,0,1,0,2,373,1,999,0,0,9,19,10,286,9,no
31,4,2,2,0,0,0,0,6,3,48,3,999,0,0,10,18,20,311,11,no
43,0,0,1,0,1,0,1,1,4,216,3,999,0,0,10,24,18,310,11,no
43,0,0,0,0,0,0,0,6,0,75,3,999,0,0,10,18,20,303,11,no
30,1,0,3,0,0,0,0,4,0,106,3,999,0,0,5,13,8,12,3,no
33,4,0,2,0,0,1,0,6,2,172,1,999,0,0,10,18,20,305,11,no
39,0,0,0,0,1,0,1,5,3,281,2,999,1,1,1,12,19,267,10,no
47,2,0,3,0,1,1,0,2,0,94,2,999,0,0,10,14,9,306,11,no
36,3,0,3,0,0,0,0,5,1,79,3,999,0,0,1,12,19,269,10,no
49,0,0,1,0,0,0,1,0,4,147,1,999,0,0,9,19,10,288,9,no
59,5,0,5,0,0,0,1,0,4,1438,2,999,0,0,9,19,10,286,9,no
45,0,0,4,0,1,0,1,1,3,333,1,999,0,0,10,24,18,292,11,no
45,6,0,0,0,1,0,0,1,0,232,2,999,0,0,6,10,17,203,6,yes
36,0,0,2,0,0,1,1,0,3,426,6,999,0,0,9,19,10,289,9,no
31,2,0,2,0,1,0,1,0,0,220,3,999,0,0,9,19,10,286,9,no
32,10,2,3,0,0,0,1,1,0,295,2,999,0,0,10,24,18,303,11,no
32,5,2,3,0,0,1,0,2,3,195,3,999,0,0,10,14,9,305,11,no
32,2,0,3,0,1,1,1,7,0,27,1,999,0,0,1,16,16,293,10,no
30,2,1,3,0,0,0,0,2,4,398,2,999,0,0,10,14,9,306,11,no
30,5,0,3,0,0,1,0,6,0,204,4,999,0,0,4,23,15,118,2,yes
42,2,0,3,0,1,0,0,6,2,1331,3,999,0,0,10,18,20,306,11,no
27,2,2,3,0,0,0,0,6,3,252,1,999,0,0,10,18,20,306,11,no
60,0,0,1,0,1,0,0,2,0,93,3,999,0,0,10,14,9,308,11,no
41,5,2,3,0,0,1,0,6,2,184,1,999,0,0,10,18,20,305,11,no
40,2,2,2,0,1,0,1,0,1,64,1,999,0,0,9,19,10,285,9,no
51,0,0,4,0,0,1,1,0,3,88,2,999,0,0,9,19,10,289,9,no
54,4,0,2,0,0,0,0,6,0,36,33,999,0,0,10,18,20,303,11,no
38,0,0,4,0,0,0,0,5,2,448,1,999,0,0,1,12,19,268,10,no
49,2,0,2,0,1,0,1,0,3,157,5,999,0,0,9,19,10,289,9,no
37,7,0,4,0,1,0,1,0,4,71,1,999,0,0,9,19,10,286,9,no
37,0,1,0,0,0,0,0,6,3,1150,4,999,0,0,10,18,20,311,11,yes
32,0,0,4,0,0,0,0,5,1,203,3,999,0,0,1,12,19,269,10,no
32,2,0,2,0,0,0,1,1,2,156,1,999,0,0,10,24,18,305,11,no
28,4,2,2,0,0,0,0,6,1,192,1,999,0,0,4,23,15,120,2,no
25,0,0,0,0,1,0,1,0,4,483,1,999,0,0,9,19,10,284,9,no
50,5,0,3,0,0,0,0,6,4,367,1,999,0,0,10,18,20,305,11,no
53,7,0,3,0,0,0,0,2,4,899,2,999,0,0,10,14,9,309,11,no
24,5,2,0,0,1,0,0,0,4,87,3,999,0,0,5,9,22,210,7,no
54,2,0,3,0,0,0,0,2,1,120,3,999,0,0,10,14,9,308,11,no
60,3,0,5,0,1,0,1,1,4,162,1,999,0,0,10,24,18,310,11,no
29,5,2,2,0,1,0,0,2,4,31,1,999,0,0,10,14,9,309,11,no
52,3,0,3,0,0,0,1,0,4,83,4,999,0,0,9,19,10,284,9,no
51,2,0,0,0,1,0,1,0,4,25,5,999,0,0,9,19,10,290,9,no
44,3,0,3,0,1,0,0,2,3,107,3,999,0,0,10,14,9,311,11,no
30,10,2,3,0,0,0,0,0,0,90,1,999,0,0,5,9,22,196,7,no
41,2,0,3,0,1,0,0,9,0,133,3,999,0,0,8,2,2,94,4,no
46,4,0,5,0,0,0,1,0,1,273,4,999,0,0,9,19,10,285,9,no
36,2,0,3,0,1,0,0,2,1,28,13,999,0,0,10,14,9,306,11,no
47,3,0,5,0,1,0,1,0,0,446,2,999,0,0,9,19,10,286,9,no
50,0,0,1,0,0,0,0,0,0,96,2,999,0,0,5,9,22,209,7,no
52,2,2,4,0,1,0,0,0,2,321,1,999,0,0,5,9,22,212,7,no
33,4,2,2,0,0,0,0,7,0,182,1,6,1,2,3,25,24,175,1,yes
31,0,0,0,0,0,0,1,0,3,203,2,999,0,0,9,19,10,289,9,no
47,2,0,3,0,0,0,1,1,1,50,2,999,0,0,10,24,18,304,11,no
52,0,0,0,0,1,0,1,1,4,205,4,999,0,0,10,24,18,302,11,no
35,2,0,3,0,1,0,0,8,1,554,1,999,0,0,7,6,5,40,5,no
29,2,2,3,0,0,0,0,5,4,118,2,999,1,1,1,12,19,266,10,no
36,0,0,0,0,1,0,1,0,4,123,3,999,0,0,9,19,10,288,9,no
31,5,2,3,0,1,0,1,3,1,207,17,999,0,0,5,11,23,220,7,yes
44,2,0,1,0,0,0,0,2,2,125,2,999,0,0,10,14,9,310,11,no
34,0,0,2,0,0,0,0,2,2,115,2,999,1,1,6,1,4,123,6,no
35,0,2,2,0,0,0,0,0,1,173,1,999,1,1,5,9,22,213,7,no
44,5,0,2,0,1,0,1,1,0,360,3,999,0,0,10,24,18,291,11,no
30,7,1,2,0,1,0,1,5,4,61,3,999,1,1,1,12,19,266,10,no
31,4,0,2,0,1,1,0,3,2,195,6,999,0,0,5,11,23,226,7,no
58,8,0,1,0,1,0,0,6,1,81,1,999,0,0,10,18,20,304,11,no
30,2,2,3,0,0,1,0,2,0,71,2,999,0,0,10,14,9,308,11,no
38,5,0,5,0,1,0,1,1,0,250,2,999,0,0,10,24,18,303,11,no
51,0,1,0,0,1,0,1,0,2,256,2,999,0,0,9,19,10,288,9,no
37,10,2,4,0,0,0,0,6,1,661,2,999,0,0,10,18,20,304,11,no
53,5,0,5,0,0,0,1,1,2,104,2,999,0,0,10,24,18,290,11,no
42,0,1,4,0,0,0,1,0,0,503,2,999,0,0,9,19,10,287,9,no
31,5,2,2,0,0,0,0,2,1,193,2,999,0,0,10,14,9,309,11,no
37,5,2,3,0,0,0,0,2,2,194,3,999,0,0,10,14,9,307,11,no
32,0,0,4,0,1,0,1,6,1,285,3,999,0,0,10,18,20,304,11,no
64,8,0,1,0,1,0,1,2,4,245,3,999,0,0,4,20,12,144,2,yes
25,2,0,3,0,1,0,1,0,4,56,1,999,0,0,9,19,10,290,9,no
28,3,0,3,0,0,0,1,5,2,20,1,999,1,1,1,12,19,268,10,no
34,5,0,0,0,0,0,0,0,0,35,2,999,0,0,5,9,22,209,7,no
54,5,0,5,0,0,0,1,9,0,289,1,999,0,0,8,2,2,94,4,no
39,5,2,2,0,0,0,0,0,4,642,1,999,0,0,5,9,22,197,7,no
51,4,0,4,0,0,0,1,0,3,176,3,999,0,0,9,19,10,289,9,no
38,1,0,0,0,0,0,1,0,1,1000,1,999,0,0,9,19,10,285,9,yes
38,3,2,4,0,1,0,0,6,1,843,8,999,0,0,10,18,20,304,11,no
37,2,1,3,0,0,0,0,0,2,302,4,999,0,0,5,9,22,206,7,no
32,5,2,2,0,0,1,1,0,0,123,2,999,0,0,9,19,10,287,9,no
29,0,0,0,0,1,0,1,0,0,65,5,999,0,0,9,19,10,286,9,no
32,4,0,1,0,0,1,0,5,0,111,1,999,0,0,1,12,19,270,10,no
41,0,0,0,0,1,0,1,0,0,457,4,999,0,0,9,19,10,286,9,no
56,7,1,3,0,1,0,0,3,2,121,2,999,1,1,5,11,23,231,7,no
48,4,1,2,0,0,0,0,3,0,90,3,999,1,1,5,11,23,220,7,no
28,2,2,3,0,1,0,1,0,1,75,2,999,0,0,9,19,10,286,9,no
53,8,1,2,0,1,1,1,0,3,504,5,999,0,0,9,19,10,289,9,no
50,0,0,3,0,1,0,0,5,4,108,1,999,0,0,1,12,19,266,10,no
49,7,0,2,0,0,0,0,5,3,611,3,999,0,0,1,12,19,267,10,no
27,6,2,3,0,1,0,1,1,2,404,2,999,0,0,10,24,18,290,11,no
30,0,2,4,0,0,0,1,1,2,100,1,999,0,0,10,24,18,302,11,no
39,0,0,1,0,0,0,0,3,0,405,2,999,0,0,5,11,23,220,7,no
36,5,0,5,0,0,1,0,3,3,266,2,2,2,2,5,11,23,215,7,yes
59,5,2,4,0,1,0,1,2,1,181,1,999,0,0,6,1,4,127,6,no
31,6,2,2,0,0,1,0,6,2,45,1,999,0,0,10,18,20,300,11,no
27,10,2,2,0,0,0,0,4,3,80,4,999,0,0,5,8,25,245,7,yes
26,9,2,2,0,0,1,1,6,3,127,1,999,0,0,10,18,20,306,11,no
29,6,2,3,0,1,0,1,0,3,297,1,999,0,0,9,19,10,289,9,no
36,0,0,0,0,1,0,1,0,1,267,2,999,0,0,9,19,10,285,9,no
56,9,0,3,0,0,0,0,3,0,148,1,999,0,0,5,11,23,220,7,yes
31,0,2,5,0,1,0,0,0,1,314,2,999,0,0,5,9,22,203,7,no
34,2,1,3,0,0,0,1,6,3,332,3,999,1,1,4,23,15,140,2,yes
40,2,0,5,0,0,0,1,0,4,488,1,999,0,0,9,19,10,286,9,no
25,2,2,0,0,0,1,0,6,3,37,17,999,0,0,10,18,20,311,11,no
51,1,0,3,0,0,0,0,6,2,65,1,999,0,0,10,18,20,305,11,no
36,0,0,1,0,0,0,1,0,4,865,1,999,0,0,9,19,10,288,9,no
33,2,2,2,0,0,0,0,3,2,507,3,999,0,0,5,11,23,216,7,yes
29,0,2,0,0,0,0,0,0,2,427,1,999,0,0,5,9,22,206,7,no
50,0,0,1,0,0,1,0,6,1,195,6,999,0,0,10,18,20,304,11,no
35,2,2,2,0,0,1,0,0,3,106,1,999,1,1,5,9,22,211,7,no
37,0,0,2,0,1,0,1,0,4,1236,2,999,0,0,9,19,10,290,9,yes
46,5,0,5,0,1,1,0,5,0,173,1,999,0,0,1,12,19,270,10,no
51,2,0,3,0,1,1,0,5,4,220,1,999,0,0,1,12,19,266,10,no
19,10,2,0,0,0,0,1,2,0,85,2,999,0,0,6,1,4,128,6,no
36,4,0,3,0,0,0,0,5,2,37,2,999,0,0,1,12,19,268,10,no
35,0,2,0,0,0,0,1,0,4,65,7,999,0,0,9,19,10,290,9,no
28,10,2,0,0,1,1,0,2,2,139,1,6,3,1,4,20,12,141,2,yes
39,0,0,0,0,1,0,1,0,0,299,5,999,0,0,9,19,10,286,9,no
33,2,2,3,0,0,0,0,3,4,382,2,999,0,0,5,11,23,220,7,no
37,2,1,3,0,1,0,0,2,3,329,3,9,1,2,6,1,4,113,6,yes
54,5,2,3,0,1,0,1,0,1,686,1,999,0,0,9,19,10,285,9,no
47,1,0,3,0,0,0,1,5,1,84,1,999,0,0,1,12,19,269,10,no
31,4,0,0,0,0,0,0,3,0,1030,3,999,0,0,5,11,23,220,7,yes
42,5,2,5,0,1,0,1,0,1,529,1,999,0,0,9,19,10,286,9,no
27,10,2,4,0,0,0,0,3,3,176,1,999,1,1,5,15,7,2,3,no
43,5,0,5,0,0,0,1,0,1,225,1,999,0,0,9,19,10,286,9,no
28,4,2,3,0,0,0,0,6,2,90,1,999,0,0,10,18,20,305,11,no
58,2,1,0,0,1,0,1,0,1,201,1,999,0,0,9,19,10,285,9,no
50,9,0,0,0,1,0,0,0,0,207,3,999,0,0,5,9,22,196,7,no
49,4,0,2,0,1,0,1,1,3,395,1,999,0,0,10,24,18,304,11,no
29,0,2,2,0,1,0,1,0,4,44,3,999,0,0,9,19,10,284,9,no
37,7,0,2,0,1,0,0,5,3,68,1,999,1,1,1,12,19,267,10,no
36,0,0,4,0,1,0,1,1,3,179,1,999,0,0,10,24,18,292,11,no
32,5,2,5,0,0,0,0,2,2,281,2,999,0,0,10,14,9,310,11,no
36,2,0,5,0,1,0,0,2,4,75,1,999,0,0,10,14,9,309,11,no
26,3,2,3,0,1,0,0,0,2,119,1,3,1,2,5,9,22,205,7,yes
56,2,0,2,0,0,0,1,0,4,49,1,999,0,0,9,19,10,284,9,no
51,2,2,3,0,0,1,0,5,4,53,2,999,0,0,1,12,19,266,10,no
37,5,2,3,0,0,0,0,2,1,481,2,999,4,1,4,20,12,140,2,yes
52,7,0,3,0,0,1,0,5,4,221,2,999,0,0,1,12,19,266,10,no
49,0,0,0,0,0,0,0,6,3,268,1,999,0,0,10,18,20,306,11,no
37,2,0,2,0,0,0,0,6,0,204,3,999,0,0,10,18,20,305,11,no
28,4,2,3,0,0,0,0,9,0,274,1,999,0,0,8,2,2,94,4,no
27,10,2,2,0,1,0,0,4,4,219,1,999,0,0,5,13,8,17,3,yes
54,9,0,3,0,0,0,0,2,3,297,1,999,0,0,10,14,9,306,11,no
31,4,2,2,0,1,0,0,5,3,140,1,999,0,0,1,12,19,267,10,no
55,7,1,0,0,0,0,0,2,4,622,1,999,0,0,6,1,4,103,6,yes
29,2,1,3,0,1,0,1,0,3,101,2,999,0,0,9,19,10,284,9,no
26,0,2,0,0,1,0,1,0,2,738,2,999,0,0,9,19,10,288,9,no
60,9,0,1,0,0,0,0,1,1,700,3,999,1,1,4,21,13,56,2,yes
54,1,0,1,0,0,0,0,0,0,264,1,999,0,0,5,9,22,209,7,no
51,5,0,5,0,0,0,0,9,0,841,2,999,2,1,3,22,11,126,1,yes
45,0,0,6,0,1,1,1,0,4,333,2,999,0,0,9,19,10,286,9,no
30,2,0,3,0,1,0,1,0,4,864,1,999,0,0,9,19,10,290,9,yes
56,4,1,2,0,1,0,1,0,0,640,7,999,0,0,5,9,22,214,7,yes
58,0,0,0,0,1,0,0,2,2,740,4,999,0,0,10,14,9,308,11,no
53,3,0,3,0,0,0,1,1,1,119,4,999,0,0,10,24,18,290,11,no
36,0,0,0,0,0,0,0,0,3,140,3,999,0,0,5,9,22,211,7,no
35,1,0,3,0,0,1,0,2,2,239,1,999,0,0,10,14,9,308,11,no
35,5,2,2,0,0,0,0,2,0,87,2,999,0,0,10,14,9,308,11,no
39,0,0,2,0,0,0,1,0,4,101,1,999,0,0,5,9,22,210,7,no
47,4,0,2,0,1,0,1,0,1,98,1,999,0,0,9,19,10,285,9,no
35,4,0,2,0,0,0,1,0,2,126,1,999,0,0,9,19,10,287,9,no
33,4,0,2,0,0,0,1,0,3,83,3,999,0,0,9,19,10,289,9,no
31,0,0,4,0,1,0,0,0,4,294,3,999,0,0,5,9,22,210,7,no
48,2,1,2,0,0,0,0,5,0,309,1,999,0,0,1,12,19,270,10,no
57,9,0,1,0,0,0,0,2,2,153,1,999,0,0,10,14,9,307,11,no
38,2,0,3,0,1,0,0,2,3,25,11,999,0,0,10,14,9,305,11,no
38,9,0,3,0,0,0,0,0,2,90,1,999,0,0,5,9,22,205,7,no
38,2,0,2,0,0,1,0,0,3,574,1,999,0,0,5,9,22,211,7,yes
60,8,0,3,0,0,0,1,0,4,576,1,999,0,0,9,19,10,284,9,no
34,0,0,4,0,0,1,0,6,0,218,1,999,0,0,10,18,20,303,11,no
30,2,0,2,0,1,0,0,5,3,361,2,999,1,1,1,12,19,267,10,no
32,1,2,3,0,0,0,0,2,3,245,1,999,0,0,10,14,9,305,11,no
54,7,0,1,0,1,1,1,0,3,108,1,999,0,0,9,19,10,284,9,no
38,2,2,3,0,0,0,1,1,1,992,1,999,0,0,10,24,18,290,11,yes
28,0,0,4,0,1,0,1,0,0,228,1,999,0,0,9,19,10,287,9,no
58,8,0,2,0,0,0,0,0,1,159,1,999,1,1,5,9,22,213,7,no
33,1,1,3,0,0,0,0,1,2,187,1,999,0,0,6,10,17,200,6,yes
35,0,0,1,0,0,0,1,0,3,76,7,999,0,0,9,19,10,289,9,no
29,9,2,2,0,1,0,0,5,2,786,1,999,0,0,1,12,19,268,10,yes
37,2,1,2,0,1,0,1,0,3,51,10,999,0,0,9,19,10,289,9,no
29,3,0,3,0,1,0,0,5,3,157,2,999,0,0,1,12,19,267,10,no
40,5,0,5,0,0,0,1,7,1,10,1,999,0,0,3,25,24,153,1,no
34,9,2,2,0,1,0,0,0,1,351,7,999,1,1,5,9,22,208,7,no
34,2,2,3,0,0,0,1,0,0,593,2,999,0,0,9,19,10,286,9,no
44,5,0,5,0,1,0,0,2,2,275,3,999,0,0,10,14,9,310,11,no
26,5,2,5,0,1,0,0,6,3,588,3,999,2,1,4,23,15,140,2,yes
30,9,0,2,0,1,0,1,1,2,484,5,999,0,0,10,24,18,302,11,no
31,10,2,1,0,1,1,0,0,0,63,3,999,0,0,5,9,22,214,7,no
31,2,0,2,0,1,0,0,0,3,172,2,999,1,1,5,9,22,203,7,no
36,0,0,0,0,1,0,0,3,1,129,1,999,0,0,5,11,23,224,7,no
63,8,0,2,0,0,0,0,7,2,96,1,999,0,0,8,3,1,57,4,yes
25,2,2,2,0,0,0,1,1,2,54,3,999,0,0,10,24,18,305,11,no
34,2,2,3,0,1,1,0,2,0,103,3,999,0,0,10,14,9,306,11,no
52,2,0,4,0,1,0,0,2,2,52,11,999,0,0,10,14,9,307,11,no
38,2,2,2,0,1,0,0,0,0,22,3,999,0,0,5,9,22,196,7,no
33,6,1,5,0,0,0,1,1,1,353,1,999,0,0,10,24,18,304,11,no
45,7,2,3,0,1,0,0,6,0,123,5,999,0,0,10,18,20,305,11,no
25,0,0,0,0,1,0,1,0,2,340,3,999,0,0,9,19,10,286,9,no
30,2,0,3,0,0,0,0,2,3,13,23,999,0,0,10,14,9,305,11,no
41,0,0,0,0,0,0,1,0,3,152,1,999,0,0,9,19,10,284,9,no
34,0,2,1,0,0,0,0,0,3,93,2,999,1,1,5,9,22,203,7,no
55,2,0,3,0,0,0,0,6,4,687,1,999,2,1,4,23,15,92,2,yes
42,0,0,4,0,1,0,0,5,1,364,2,999,0,0,1,12,19,269,10,no
55,2,1,5,0,1,0,0,6,0,68,4,999,0,0,10,18,20,305,11,no
47,0,0,1,0,0,0,1,1,0,655,4,999,0,0,10,24,18,301,11,no
33,2,2,5,0,0,0,0,0,0,1340,1,999,0,0,5,9,22,196,7,yes
25,5,1,3,0,0,0,1,1,0,214,2,999,0,0,10,24,18,291,11,no
36,5,0,5,0,0,0,0,0,3,109,1,999,1,1,5,17,14,24,3,no
45,0,2,2,0,1,1,1,0,2,278,6,999,0,0,9,19,10,285,9,no
59,8,0,0,0,1,0,0,2,0,105,9,999,0,0,10,14,9,308,11,no
39,2,1,5,0,0,1,1,1,3,106,1,999,0,0,10,24,18,301,11,no
55,5,0,0,0,1,0,0,0,0,180,1,999,0,0,5,9,22,214,7,no
55,1,0,0,0,0,0,1,6,4,106,3,999,0,0,10,18,20,305,11,no
33,5,0,3,0,0,0,1,1,1,272,1,999,0,0,10,24,18,290,11,no
35,2,2,3,0,0,0,0,2,1,448,1,999,0,0,10,14,9,311,11,no
40,2,1,2,0,0,0,0,2,2,293,6,999,0,0,10,14,9,307,11,no
31,0,0,0,0,0,0,1,1,1,441,3,999,0,0,10,24,18,290,11,no
24,6,2,2,0,0,0,1,6,0,245,5,999,0,0,10,18,20,303,11,no
38,5,1,2,0,0,0,0,5,2,110,1,999,1,1,1,12,19,268,10,no
36,0,0,2,0,0,0,0,8,3,234,1,999,0,0,2,7,21,256,8,no
55,8,0,1,0,0,1,0,6,4,258,1,999,0,0,10,18,20,305,11,no
60,4,0,1,0,0,0,1,2,2,767,7,999,0,0,10,14,9,308,11,no
25,5,2,0,0,0,0,0,0,4,14,4,999,0,0,5,9,22,197,7,no
30,2,2,2,0,0,0,0,6,2,605,1,999,0,0,10,18,20,306,11,no
50,2,2,3,0,1,0,0,6,2,102,1,999,0,0,10,18,20,306,11,no
42,4,1,2,0,0,1,0,6,1,148,14,999,0,0,10,18,20,304,11,no
31,5,2,3,0,0,0,0,5,2,456,2,999,0,0,1,12,19,268,10,no
60,7,0,1,0,1,0,1,0,4,261,1,999,0,0,9,19,10,288,9,no
39,0,1,0,0,0,0,1,0,4,113,3,999,0,0,9,19,10,290,9,no
30,2,0,3,0,0,1,0,2,2,112,6,999,0,0,10,14,9,307,11,no
32,9,0,1,0,0,1,0,0,4,340,1,999,0,0,5,9,22,210,7,no
31,4,2,2,0,0,0,0,0,1,109,1,999,0,0,5,9,22,208,7,no
32,5,2,5,0,1,0,0,0,4,153,2,999,0,0,5,9,22,197,7,yes
46,0,0,1,0,1,1,1,0,3,599,2,999,0,0,9,19,10,289,9,no
37,2,0,2,0,1,1,0,6,1,135,1,999,0,0,10,18,20,304,11,no
37,4,0,2,0,0,0,0,1,2,200,1,999,0,0,6,10,17,200,6,no
40,2,0,2,0,1,0,0,2,1,119,1,999,0,0,10,14,9,306,11,no
58,9,0,1,0,0,0,1,0,4,652,2,999,0,0,9,19,10,290,9,no
30,5,2,3,0,0,0,0,2,0,14,13,999,0,0,10,14,9,308,11,no
32,2,2,5,0,1,0,0,0,3,1145,1,999,1,1,5,9,22,211,7,no
58,3,0,3,0,1,0,0,5,2,106,1,999,0,0,8,5,3,49,4,no
60,8,0,1,0,0,0,0,3,4,314,2,999,0,0,5,11,23,220,7,yes
49,5,0,5,0,1,0,1,0,4,736,2,999,0,0,9,19,10,286,9,yes
39,5,2,5,0,1,0,0,6,0,690,3,999,0,0,10,18,20,303,11,no
32,10,0,2,0,1,0,0,3,3,567,2,999,0,0,5,11,23,215,7,yes
36,4,2,2,0,1,0,0,6,4,70,2,999,0,0,10,18,20,306,11,no
42,1,0,4,0,0,0,1,0,0,3078,4,999,0,0,9,19,10,287,9,no
41,0,0,1,0,0,1,0,6,1,97,3,999,0,0,10,18,20,304,11,no
46,0,1,0,0,1,0,0,3,2,169,1,999,1,1,5,11,23,226,7,no
34,5,2,3,0,1,0,0,7,3,136,1,999,1,1,8,3,1,55,4,yes
40,5,0,5,0,0,0,0,2,1,109,2,999,0,0,10,14,9,311,11,no
37,0,0,2,0,0,0,0,0,4,475,3,999,0,0,5,9,22,210,7,no
31,5,0,5,0,0,0,0,0,3,46,1,999,0,0,5,9,22,211,7,no
28,2,2,3,0,0,0,0,1,2,593,1,999,0,0,6,10,17,200,6,yes
29,0,1,1,0,1,0,1,1,3,243,2,999,0,0,10,24,18,298,11,no
47,1,0,2,0,1,0,0,0,2,282,1,999,0,0,5,9,22,205,7,no
43,1,0,2,0,0,0,1,1,1,583,1,999,0,0,10,24,18,290,11,no
62,8,0,3,0,0,0,0,5,3,329,1,999,2,1,3,26,26,174,1,yes
34,4,0,2,0,0,0,1,0,4,69,1,999,0,0,9,19,10,290,9,no
48,0,0,1,0,1,0,1,1,0,349,2,999,0,0,10,24,18,304,11,no
32,0,2,0,0,0,0,1,1,1,29,1,999,0,0,4,21,13,46,2,no
21,9,2,2,0,1,0,0,6,4,222,2,999,0,0,4,23,15,116,2,no
58,2,0,3,0,1,0,1,2,4,121,2,999,0,0,6,1,4,125,6,no
